Index,Total Household Income
2170,247248.18008123967
16668,247248.18008123967
38054,247248.18008123967
9055,247248.18008123967
12044,247248.18008123967
18217,247248.18008123967
18267,247248.18008123967
9269,247248.18008123967
9657,247248.18008123967
20073,247248.18008123967
8236,247248.18008123967
37677,247248.18008123967
4207,247248.18008123967
14313,247248.18008123967
5412,247248.18008123967
1038,247248.18008123967
41269,247248.18008123967
16837,247248.18008123967
29157,247248.18008123967
30473,247248.18008123967
31219,247248.18008123967
7655,247248.18008123967
7825,247248.18008123967
4460,247248.18008123967
21130,247248.18008123967
26735,247248.18008123967
22982,247248.18008123967
23156,247248.18008123967
16830,247248.18008123967
7584,247248.18008123967
3137,247248.18008123967
4666,247248.18008123967
33464,247248.18008123967
11878,247248.18008123967
6371,247248.18008123967
3639,247248.18008123967
10016,247248.18008123967
20844,247248.18008123967
18348,247248.18008123967
18146,247248.18008123967
13160,247248.18008123967
21639,247248.18008123967
24061,247248.18008123967
16386,247248.18008123967
28418,247248.18008123967
29220,247248.18008123967
26926,247248.18008123967
10147,247248.18008123967
19019,247248.18008123967
16060,247248.18008123967
7882,247248.18008123967
32392,247248.18008123967
41011,247248.18008123967
9717,247248.18008123967
209,247248.18008123967
37940,247248.18008123967
21621,247248.18008123967
37088,247248.18008123967
31891,247248.18008123967
1078,247248.18008123967
36282,247248.18008123967
23404,247248.18008123967
12200,247248.18008123967
20261,247248.18008123967
10212,247248.18008123967
3663,247248.18008123967
13698,247248.18008123967
19414,247248.18008123967
710,247248.18008123967
35116,247248.18008123967
26376,247248.18008123967
23349,247248.18008123967
4002,247248.18008123967
19462,247248.18008123967
18134,247248.18008123967
35997,247248.18008123967
21038,247248.18008123967
4574,247248.18008123967
28392,247248.18008123967
32085,247248.18008123967
198,247248.18008123967
2570,247248.18008123967
27793,247248.18008123967
19728,247248.18008123967
30462,247248.18008123967
32083,247248.18008123967
736,247248.18008123967
13670,247248.18008123967
39198,247248.18008123967
32121,247248.18008123967
32493,247248.18008123967
19349,247248.18008123967
9758,247248.18008123967
24992,247248.18008123967
27664,247248.18008123967
38849,247248.18008123967
38149,247248.18008123967
8987,247248.18008123967
16414,247248.18008123967
17816,247248.18008123967
2203,247248.18008123967
15801,247248.18008123967
36829,247248.18008123967
40592,247248.18008123967
34541,247248.18008123967
13449,247248.18008123967
9595,247248.18008123967
17901,247248.18008123967
7149,247248.18008123967
2692,247248.18008123967
27294,247248.18008123967
7497,247248.18008123967
10708,247248.18008123967
15895,247248.18008123967
18987,247248.18008123967
3782,247248.18008123967
10475,247248.18008123967
36352,247248.18008123967
31860,247248.18008123967
32058,247248.18008123967
20087,247248.18008123967
24127,247248.18008123967
22702,247248.18008123967
18377,247248.18008123967
13513,247248.18008123967
15785,247248.18008123967
38909,247248.18008123967
34212,247248.18008123967
26813,247248.18008123967
17945,247248.18008123967
26084,247248.18008123967
40531,247248.18008123967
18368,247248.18008123967
20851,247248.18008123967
2380,247248.18008123967
13998,247248.18008123967
12198,247248.18008123967
12720,247248.18008123967
32925,247248.18008123967
32025,247248.18008123967
4370,247248.18008123967
28053,247248.18008123967
27746,247248.18008123967
35756,247248.18008123967
33567,247248.18008123967
23528,247248.18008123967
21614,247248.18008123967
41391,247248.18008123967
6346,247248.18008123967
7547,247248.18008123967
9880,247248.18008123967
33983,247248.18008123967
7511,247248.18008123967
39252,247248.18008123967
24565,247248.18008123967
28389,247248.18008123967
11108,247248.18008123967
10525,247248.18008123967
20569,247248.18008123967
11134,247248.18008123967
35153,247248.18008123967
34405,247248.18008123967
3505,247248.18008123967
20676,247248.18008123967
27321,247248.18008123967
17693,247248.18008123967
19721,247248.18008123967
24065,247248.18008123967
22038,247248.18008123967
5839,247248.18008123967
8573,247248.18008123967
35703,247248.18008123967
24823,247248.18008123967
29017,247248.18008123967
18138,247248.18008123967
30568,247248.18008123967
30464,247248.18008123967
5266,247248.18008123967
9095,247248.18008123967
27188,247248.18008123967
20649,247248.18008123967
37358,247248.18008123967
6348,247248.18008123967
24175,247248.18008123967
21909,247248.18008123967
6773,247248.18008123967
5210,247248.18008123967
18346,247248.18008123967
11812,247248.18008123967
12513,247248.18008123967
35012,247248.18008123967
39765,247248.18008123967
30969,247248.18008123967
24034,247248.18008123967
39367,247248.18008123967
24655,247248.18008123967
14112,247248.18008123967
18801,247248.18008123967
26172,247248.18008123967
16979,247248.18008123967
34956,247248.18008123967
4200,247248.18008123967
16831,247248.18008123967
23407,247248.18008123967
15510,247248.18008123967
32051,247248.18008123967
2889,247248.18008123967
284,247248.18008123967
28329,247248.18008123967
8422,247248.18008123967
27585,247248.18008123967
22371,247248.18008123967
7840,247248.18008123967
31902,247248.18008123967
13702,247248.18008123967
5297,247248.18008123967
14678,247248.18008123967
824,247248.18008123967
39902,247248.18008123967
16317,247248.18008123967
1761,247248.18008123967
20363,247248.18008123967
7941,247248.18008123967
2396,247248.18008123967
2853,247248.18008123967
3030,247248.18008123967
1683,247248.18008123967
29543,247248.18008123967
29960,247248.18008123967
40400,247248.18008123967
18087,247248.18008123967
3551,247248.18008123967
12519,247248.18008123967
12135,247248.18008123967
40015,247248.18008123967
8750,247248.18008123967
18670,247248.18008123967
18171,247248.18008123967
16006,247248.18008123967
931,247248.18008123967
31510,247248.18008123967
1455,247248.18008123967
23939,247248.18008123967
27006,247248.18008123967
32730,247248.18008123967
40171,247248.18008123967
15204,247248.18008123967
6104,247248.18008123967
36034,247248.18008123967
32900,247248.18008123967
26775,247248.18008123967
18079,247248.18008123967
28951,247248.18008123967
40418,247248.18008123967
16265,247248.18008123967
37564,247248.18008123967
9163,247248.18008123967
23070,247248.18008123967
17987,247248.18008123967
26267,247248.18008123967
31930,247248.18008123967
2700,247248.18008123967
40574,247248.18008123967
2371,247248.18008123967
332,247248.18008123967
24910,247248.18008123967
13880,247248.18008123967
10359,247248.18008123967
16486,247248.18008123967
17594,247248.18008123967
1992,247248.18008123967
32522,247248.18008123967
39043,247248.18008123967
19997,247248.18008123967
14773,247248.18008123967
17072,247248.18008123967
22298,247248.18008123967
37866,247248.18008123967
11706,247248.18008123967
41071,247248.18008123967
12600,247248.18008123967
40749,247248.18008123967
28954,247248.18008123967
4883,247248.18008123967
1787,247248.18008123967
28506,247248.18008123967
16699,247248.18008123967
36563,247248.18008123967
39690,247248.18008123967
12515,247248.18008123967
25138,247248.18008123967
38307,247248.18008123967
39454,247248.18008123967
23027,247248.18008123967
1160,247248.18008123967
28425,247248.18008123967
15280,247248.18008123967
32881,247248.18008123967
41429,247248.18008123967
16120,247248.18008123967
1473,247248.18008123967
30721,247248.18008123967
28706,247248.18008123967
14408,247248.18008123967
21946,247248.18008123967
11015,247248.18008123967
8513,247248.18008123967
40542,247248.18008123967
38481,247248.18008123967
17954,247248.18008123967
18327,247248.18008123967
25152,247248.18008123967
8195,247248.18008123967
30260,247248.18008123967
31590,247248.18008123967
530,247248.18008123967
11392,247248.18008123967
24088,247248.18008123967
7953,247248.18008123967
12688,247248.18008123967
16802,247248.18008123967
29348,247248.18008123967
32901,247248.18008123967
5707,247248.18008123967
25248,247248.18008123967
19007,247248.18008123967
23356,247248.18008123967
1706,247248.18008123967
12430,247248.18008123967
40511,247248.18008123967
34412,247248.18008123967
33925,247248.18008123967
38059,247248.18008123967
5950,247248.18008123967
26371,247248.18008123967
3158,247248.18008123967
32105,247248.18008123967
23428,247248.18008123967
13325,247248.18008123967
36919,247248.18008123967
32253,247248.18008123967
10526,247248.18008123967
19507,247248.18008123967
4278,247248.18008123967
38269,247248.18008123967
31539,247248.18008123967
28884,247248.18008123967
6805,247248.18008123967
37888,247248.18008123967
30639,247248.18008123967
8386,247248.18008123967
19470,247248.18008123967
1349,247248.18008123967
33209,247248.18008123967
5997,247248.18008123967
13098,247248.18008123967
22110,247248.18008123967
7801,247248.18008123967
15903,247248.18008123967
17084,247248.18008123967
26099,247248.18008123967
41501,247248.18008123967
32485,247248.18008123967
33266,247248.18008123967
7952,247248.18008123967
3523,247248.18008123967
14316,247248.18008123967
19557,247248.18008123967
28297,247248.18008123967
28680,247248.18008123967
13504,247248.18008123967
19890,247248.18008123967
40021,247248.18008123967
32152,247248.18008123967
9725,247248.18008123967
38946,247248.18008123967
26164,247248.18008123967
24374,247248.18008123967
31208,247248.18008123967
21206,247248.18008123967
27370,247248.18008123967
15139,247248.18008123967
23861,247248.18008123967
14605,247248.18008123967
5656,247248.18008123967
33405,247248.18008123967
13018,247248.18008123967
38039,247248.18008123967
1707,247248.18008123967
37509,247248.18008123967
35722,247248.18008123967
7347,247248.18008123967
9450,247248.18008123967
39717,247248.18008123967
13346,247248.18008123967
41034,247248.18008123967
5909,247248.18008123967
10858,247248.18008123967
41323,247248.18008123967
6294,247248.18008123967
34227,247248.18008123967
2143,247248.18008123967
16207,247248.18008123967
29564,247248.18008123967
5709,247248.18008123967
26392,247248.18008123967
4893,247248.18008123967
37869,247248.18008123967
5253,247248.18008123967
34234,247248.18008123967
21556,247248.18008123967
33583,247248.18008123967
9178,247248.18008123967
29006,247248.18008123967
24298,247248.18008123967
26811,247248.18008123967
18997,247248.18008123967
33399,247248.18008123967
26458,247248.18008123967
19050,247248.18008123967
16270,247248.18008123967
18608,247248.18008123967
36354,247248.18008123967
20937,247248.18008123967
38608,247248.18008123967
15557,247248.18008123967
19001,247248.18008123967
17975,247248.18008123967
1009,247248.18008123967
5738,247248.18008123967
13665,247248.18008123967
4586,247248.18008123967
8462,247248.18008123967
31531,247248.18008123967
15816,247248.18008123967
40034,247248.18008123967
3692,247248.18008123967
19165,247248.18008123967
30318,247248.18008123967
11224,247248.18008123967
30106,247248.18008123967
20253,247248.18008123967
9138,247248.18008123967
27699,247248.18008123967
29235,247248.18008123967
25185,247248.18008123967
29879,247248.18008123967
5653,247248.18008123967
12948,247248.18008123967
26713,247248.18008123967
4317,247248.18008123967
19705,247248.18008123967
33877,247248.18008123967
16611,247248.18008123967
6705,247248.18008123967
25496,247248.18008123967
30673,247248.18008123967
22431,247248.18008123967
6232,247248.18008123967
25650,247248.18008123967
36173,247248.18008123967
27778,247248.18008123967
19261,247248.18008123967
25526,247248.18008123967
24444,247248.18008123967
2590,247248.18008123967
379,247248.18008123967
34847,247248.18008123967
2569,247248.18008123967
10528,247248.18008123967
3875,247248.18008123967
7486,247248.18008123967
38778,247248.18008123967
38322,247248.18008123967
16403,247248.18008123967
29832,247248.18008123967
26584,247248.18008123967
26442,247248.18008123967
20315,247248.18008123967
30079,247248.18008123967
15509,247248.18008123967
3573,247248.18008123967
27303,247248.18008123967
21484,247248.18008123967
16072,247248.18008123967
17656,247248.18008123967
14176,247248.18008123967
10454,247248.18008123967
38288,247248.18008123967
27208,247248.18008123967
28015,247248.18008123967
40872,247248.18008123967
17823,247248.18008123967
21899,247248.18008123967
11149,247248.18008123967
10587,247248.18008123967
2809,247248.18008123967
21775,247248.18008123967
22439,247248.18008123967
9391,247248.18008123967
27181,247248.18008123967
9350,247248.18008123967
37707,247248.18008123967
17949,247248.18008123967
19000,247248.18008123967
20995,247248.18008123967
4707,247248.18008123967
5951,247248.18008123967
9636,247248.18008123967
8748,247248.18008123967
35411,247248.18008123967
41091,247248.18008123967
24078,247248.18008123967
23259,247248.18008123967
24347,247248.18008123967
5607,247248.18008123967
35819,247248.18008123967
25002,247248.18008123967
4557,247248.18008123967
39899,247248.18008123967
13919,247248.18008123967
20572,247248.18008123967
714,247248.18008123967
38402,247248.18008123967
33499,247248.18008123967
10949,247248.18008123967
26310,247248.18008123967
33206,247248.18008123967
40922,247248.18008123967
23127,247248.18008123967
28190,247248.18008123967
2115,247248.18008123967
11873,247248.18008123967
36381,247248.18008123967
33564,247248.18008123967
3704,247248.18008123967
9394,247248.18008123967
11661,247248.18008123967
39608,247248.18008123967
29215,247248.18008123967
29287,247248.18008123967
6857,247248.18008123967
21700,247248.18008123967
35019,247248.18008123967
39370,247248.18008123967
22949,247248.18008123967
22754,247248.18008123967
35615,247248.18008123967
30765,247248.18008123967
29757,247248.18008123967
1699,247248.18008123967
4280,247248.18008123967
12317,247248.18008123967
17464,247248.18008123967
33468,247248.18008123967
7969,247248.18008123967
36060,247248.18008123967
5745,247248.18008123967
11722,247248.18008123967
3264,247248.18008123967
7311,247248.18008123967
30690,247248.18008123967
37386,247248.18008123967
38223,247248.18008123967
37213,247248.18008123967
834,247248.18008123967
10713,247248.18008123967
7234,247248.18008123967
35631,247248.18008123967
27175,247248.18008123967
32961,247248.18008123967
8045,247248.18008123967
37856,247248.18008123967
11568,247248.18008123967
10363,247248.18008123967
38389,247248.18008123967
5770,247248.18008123967
20014,247248.18008123967
30695,247248.18008123967
7726,247248.18008123967
22837,247248.18008123967
19057,247248.18008123967
20646,247248.18008123967
25466,247248.18008123967
12284,247248.18008123967
28121,247248.18008123967
20516,247248.18008123967
19102,247248.18008123967
9552,247248.18008123967
8910,247248.18008123967
16562,247248.18008123967
15336,247248.18008123967
7937,247248.18008123967
21201,247248.18008123967
12861,247248.18008123967
2022,247248.18008123967
9441,247248.18008123967
13988,247248.18008123967
13016,247248.18008123967
38786,247248.18008123967
15436,247248.18008123967
40710,247248.18008123967
41458,247248.18008123967
20781,247248.18008123967
30452,247248.18008123967
40805,247248.18008123967
32525,247248.18008123967
1850,247248.18008123967
7988,247248.18008123967
17514,247248.18008123967
2567,247248.18008123967
18883,247248.18008123967
29609,247248.18008123967
18415,247248.18008123967
11772,247248.18008123967
35337,247248.18008123967
13314,247248.18008123967
34831,247248.18008123967
37520,247248.18008123967
38955,247248.18008123967
15005,247248.18008123967
40251,247248.18008123967
39006,247248.18008123967
21798,247248.18008123967
11987,247248.18008123967
29941,247248.18008123967
35174,247248.18008123967
22784,247248.18008123967
29359,247248.18008123967
22274,247248.18008123967
8518,247248.18008123967
29056,247248.18008123967
15532,247248.18008123967
7582,247248.18008123967
5912,247248.18008123967
28975,247248.18008123967
11871,247248.18008123967
12116,247248.18008123967
39827,247248.18008123967
17399,247248.18008123967
65,247248.18008123967
36842,247248.18008123967
40462,247248.18008123967
7021,247248.18008123967
4452,247248.18008123967
35592,247248.18008123967
19121,247248.18008123967
26019,247248.18008123967
18222,247248.18008123967
40277,247248.18008123967
38458,247248.18008123967
26541,247248.18008123967
5743,247248.18008123967
22434,247248.18008123967
32915,247248.18008123967
4327,247248.18008123967
30820,247248.18008123967
22126,247248.18008123967
2595,247248.18008123967
41197,247248.18008123967
27492,247248.18008123967
35711,247248.18008123967
36049,247248.18008123967
11999,247248.18008123967
37248,247248.18008123967
21105,247248.18008123967
14871,247248.18008123967
38730,247248.18008123967
12385,247248.18008123967
18240,247248.18008123967
20712,247248.18008123967
38735,247248.18008123967
7471,247248.18008123967
12394,247248.18008123967
30758,247248.18008123967
3975,247248.18008123967
9416,247248.18008123967
38263,247248.18008123967
395,247248.18008123967
37793,247248.18008123967
1554,247248.18008123967
19390,247248.18008123967
26281,247248.18008123967
15031,247248.18008123967
27394,247248.18008123967
12690,247248.18008123967
31126,247248.18008123967
12435,247248.18008123967
40378,247248.18008123967
12715,247248.18008123967
11983,247248.18008123967
5311,247248.18008123967
10078,247248.18008123967
24359,247248.18008123967
8124,247248.18008123967
24883,247248.18008123967
41260,247248.18008123967
37772,247248.18008123967
12966,247248.18008123967
2246,247248.18008123967
24537,247248.18008123967
16016,247248.18008123967
38331,247248.18008123967
8502,247248.18008123967
26620,247248.18008123967
29707,247248.18008123967
18041,247248.18008123967
7267,247248.18008123967
10323,247248.18008123967
17435,247248.18008123967
29994,247248.18008123967
24122,247248.18008123967
23078,247248.18008123967
10436,247248.18008123967
21109,247248.18008123967
35995,247248.18008123967
8894,247248.18008123967
14527,247248.18008123967
39836,247248.18008123967
13498,247248.18008123967
19607,247248.18008123967
14625,247248.18008123967
6799,247248.18008123967
29887,247248.18008123967
4298,247248.18008123967
29996,247248.18008123967
36520,247248.18008123967
19138,247248.18008123967
38491,247248.18008123967
27035,247248.18008123967
9539,247248.18008123967
27734,247248.18008123967
26903,247248.18008123967
11389,247248.18008123967
37920,247248.18008123967
25870,247248.18008123967
12667,247248.18008123967
23810,247248.18008123967
40094,247248.18008123967
40775,247248.18008123967
5385,247248.18008123967
23562,247248.18008123967
10480,247248.18008123967
9787,247248.18008123967
13622,247248.18008123967
35553,247248.18008123967
35249,247248.18008123967
18519,247248.18008123967
34799,247248.18008123967
21744,247248.18008123967
29082,247248.18008123967
31379,247248.18008123967
21638,247248.18008123967
5301,247248.18008123967
17049,247248.18008123967
8154,247248.18008123967
34573,247248.18008123967
604,247248.18008123967
35610,247248.18008123967
28550,247248.18008123967
35328,247248.18008123967
35782,247248.18008123967
20434,247248.18008123967
12613,247248.18008123967
7847,247248.18008123967
22380,247248.18008123967
2510,247248.18008123967
23350,247248.18008123967
21261,247248.18008123967
20070,247248.18008123967
23832,247248.18008123967
19896,247248.18008123967
21064,247248.18008123967
7838,247248.18008123967
33140,247248.18008123967
8976,247248.18008123967
38036,247248.18008123967
14249,247248.18008123967
13778,247248.18008123967
4401,247248.18008123967
26726,247248.18008123967
29293,247248.18008123967
26351,247248.18008123967
27274,247248.18008123967
19824,247248.18008123967
38681,247248.18008123967
23089,247248.18008123967
40214,247248.18008123967
14750,247248.18008123967
11641,247248.18008123967
9779,247248.18008123967
19193,247248.18008123967
18599,247248.18008123967
13647,247248.18008123967
8826,247248.18008123967
19144,247248.18008123967
20784,247248.18008123967
5121,247248.18008123967
40344,247248.18008123967
24248,247248.18008123967
40463,247248.18008123967
12242,247248.18008123967
32094,247248.18008123967
582,247248.18008123967
28744,247248.18008123967
17232,247248.18008123967
36172,247248.18008123967
31406,247248.18008123967
11594,247248.18008123967
26627,247248.18008123967
8832,247248.18008123967
3400,247248.18008123967
3807,247248.18008123967
34099,247248.18008123967
18186,247248.18008123967
20438,247248.18008123967
8296,247248.18008123967
14220,247248.18008123967
6419,247248.18008123967
18887,247248.18008123967
25996,247248.18008123967
7563,247248.18008123967
27698,247248.18008123967
15956,247248.18008123967
16366,247248.18008123967
40996,247248.18008123967
28034,247248.18008123967
20626,247248.18008123967
36939,247248.18008123967
1650,247248.18008123967
5697,247248.18008123967
623,247248.18008123967
1129,247248.18008123967
37149,247248.18008123967
9458,247248.18008123967
8812,247248.18008123967
31947,247248.18008123967
34475,247248.18008123967
41135,247248.18008123967
29019,247248.18008123967
19947,247248.18008123967
13673,247248.18008123967
29876,247248.18008123967
151,247248.18008123967
1680,247248.18008123967
26428,247248.18008123967
5784,247248.18008123967
9218,247248.18008123967
5553,247248.18008123967
7621,247248.18008123967
38501,247248.18008123967
26736,247248.18008123967
9822,247248.18008123967
8149,247248.18008123967
8749,247248.18008123967
14897,247248.18008123967
34794,247248.18008123967
14009,247248.18008123967
12155,247248.18008123967
41112,247248.18008123967
39480,247248.18008123967
5687,247248.18008123967
31425,247248.18008123967
17041,247248.18008123967
40327,247248.18008123967
9988,247248.18008123967
16395,247248.18008123967
31739,247248.18008123967
29438,247248.18008123967
770,247248.18008123967
30630,247248.18008123967
4639,247248.18008123967
35815,247248.18008123967
30150,247248.18008123967
34350,247248.18008123967
11933,247248.18008123967
16197,247248.18008123967
23963,247248.18008123967
24968,247248.18008123967
4199,247248.18008123967
30605,247248.18008123967
19306,247248.18008123967
6924,247248.18008123967
15686,247248.18008123967
30465,247248.18008123967
41475,247248.18008123967
24752,247248.18008123967
27090,247248.18008123967
9005,247248.18008123967
9370,247248.18008123967
31026,247248.18008123967
24237,247248.18008123967
37802,247248.18008123967
31155,247248.18008123967
25966,247248.18008123967
40256,247248.18008123967
25269,247248.18008123967
1033,247248.18008123967
30223,247248.18008123967
20952,247248.18008123967
29117,247248.18008123967
11419,247248.18008123967
41320,247248.18008123967
24642,247248.18008123967
25051,247248.18008123967
29046,247248.18008123967
914,247248.18008123967
37437,247248.18008123967
21806,247248.18008123967
20291,247248.18008123967
7514,247248.18008123967
11580,247248.18008123967
1393,247248.18008123967
33065,247248.18008123967
10409,247248.18008123967
15666,247248.18008123967
10404,247248.18008123967
22789,247248.18008123967
2394,247248.18008123967
24404,247248.18008123967
17842,247248.18008123967
8377,247248.18008123967
20327,247248.18008123967
2573,247248.18008123967
2436,247248.18008123967
10629,247248.18008123967
11363,247248.18008123967
32240,247248.18008123967
7583,247248.18008123967
8652,247248.18008123967
16542,247248.18008123967
12482,247248.18008123967
17157,247248.18008123967
35445,247248.18008123967
67,247248.18008123967
24433,247248.18008123967
8580,247248.18008123967
36857,247248.18008123967
5544,247248.18008123967
21948,247248.18008123967
450,247248.18008123967
13506,247248.18008123967
3656,247248.18008123967
8758,247248.18008123967
38935,247248.18008123967
27412,247248.18008123967
23845,247248.18008123967
23288,247248.18008123967
30643,247248.18008123967
38719,247248.18008123967
20658,247248.18008123967
4592,247248.18008123967
13360,247248.18008123967
33477,247248.18008123967
37507,247248.18008123967
25098,247248.18008123967
7073,247248.18008123967
40173,247248.18008123967
1336,247248.18008123967
20489,247248.18008123967
36871,247248.18008123967
680,247248.18008123967
26774,247248.18008123967
36899,247248.18008123967
4924,247248.18008123967
18005,247248.18008123967
12841,247248.18008123967
6452,247248.18008123967
9032,247248.18008123967
4693,247248.18008123967
18687,247248.18008123967
2936,247248.18008123967
4757,247248.18008123967
26690,247248.18008123967
3440,247248.18008123967
25869,247248.18008123967
27450,247248.18008123967
10275,247248.18008123967
36872,247248.18008123967
28776,247248.18008123967
16109,247248.18008123967
37880,247248.18008123967
3011,247248.18008123967
13227,247248.18008123967
10021,247248.18008123967
738,247248.18008123967
18683,247248.18008123967
8499,247248.18008123967
15628,247248.18008123967
16666,247248.18008123967
34691,247248.18008123967
4527,247248.18008123967
11182,247248.18008123967
26554,247248.18008123967
28247,247248.18008123967
37723,247248.18008123967
17570,247248.18008123967
26590,247248.18008123967
29408,247248.18008123967
1776,247248.18008123967
16399,247248.18008123967
848,247248.18008123967
23184,247248.18008123967
32407,247248.18008123967
10035,247248.18008123967
25954,247248.18008123967
17597,247248.18008123967
16658,247248.18008123967
27819,247248.18008123967
22470,247248.18008123967
41283,247248.18008123967
33834,247248.18008123967
2730,247248.18008123967
34543,247248.18008123967
15747,247248.18008123967
5054,247248.18008123967
6999,247248.18008123967
3134,247248.18008123967
1067,247248.18008123967
28274,247248.18008123967
41305,247248.18008123967
9815,247248.18008123967
15277,247248.18008123967
866,247248.18008123967
41115,247248.18008123967
1012,247248.18008123967
20382,247248.18008123967
11257,247248.18008123967
33693,247248.18008123967
14086,247248.18008123967
15056,247248.18008123967
3535,247248.18008123967
795,247248.18008123967
33536,247248.18008123967
15193,247248.18008123967
36664,247248.18008123967
32053,247248.18008123967
10513,247248.18008123967
15643,247248.18008123967
9494,247248.18008123967
4828,247248.18008123967
9600,247248.18008123967
26169,247248.18008123967
83,247248.18008123967
10126,247248.18008123967
24016,247248.18008123967
37954,247248.18008123967
26503,247248.18008123967
13997,247248.18008123967
15296,247248.18008123967
10432,247248.18008123967
31717,247248.18008123967
25435,247248.18008123967
21231,247248.18008123967
1553,247248.18008123967
22465,247248.18008123967
7545,247248.18008123967
35958,247248.18008123967
7081,247248.18008123967
19719,247248.18008123967
2386,247248.18008123967
29298,247248.18008123967
9317,247248.18008123967
10983,247248.18008123967
40661,247248.18008123967
39266,247248.18008123967
28987,247248.18008123967
25439,247248.18008123967
36697,247248.18008123967
689,247248.18008123967
32543,247248.18008123967
9337,247248.18008123967
33453,247248.18008123967
19603,247248.18008123967
29259,247248.18008123967
4106,247248.18008123967
24130,247248.18008123967
24146,247248.18008123967
25257,247248.18008123967
1471,247248.18008123967
39329,247248.18008123967
34542,247248.18008123967
18697,247248.18008123967
36096,247248.18008123967
34150,247248.18008123967
18828,247248.18008123967
37937,247248.18008123967
4599,247248.18008123967
36021,247248.18008123967
24729,247248.18008123967
37922,247248.18008123967
18820,247248.18008123967
19232,247248.18008123967
24283,247248.18008123967
31821,247248.18008123967
22511,247248.18008123967
30693,247248.18008123967
19192,247248.18008123967
18525,247248.18008123967
2992,247248.18008123967
29137,247248.18008123967
3402,247248.18008123967
20182,247248.18008123967
34675,247248.18008123967
39181,247248.18008123967
25573,247248.18008123967
5355,247248.18008123967
20381,247248.18008123967
5623,247248.18008123967
40471,247248.18008123967
12274,247248.18008123967
39224,247248.18008123967
31956,247248.18008123967
40410,247248.18008123967
37965,247248.18008123967
25826,247248.18008123967
34510,247248.18008123967
3940,247248.18008123967
33713,247248.18008123967
19043,247248.18008123967
40772,247248.18008123967
12547,247248.18008123967
39575,247248.18008123967
21025,247248.18008123967
37841,247248.18008123967
11713,247248.18008123967
38478,247248.18008123967
27780,247248.18008123967
16906,247248.18008123967
12847,247248.18008123967
39244,247248.18008123967
6506,247248.18008123967
34925,247248.18008123967
36054,247248.18008123967
39399,247248.18008123967
1591,247248.18008123967
1236,247248.18008123967
33916,247248.18008123967
23545,247248.18008123967
30403,247248.18008123967
2025,247248.18008123967
8125,247248.18008123967
1522,247248.18008123967
26897,247248.18008123967
18089,247248.18008123967
30470,247248.18008123967
25091,247248.18008123967
41173,247248.18008123967
37935,247248.18008123967
8702,247248.18008123967
4904,247248.18008123967
2628,247248.18008123967
25670,247248.18008123967
25398,247248.18008123967
41505,247248.18008123967
8416,247248.18008123967
30800,247248.18008123967
16638,247248.18008123967
21470,247248.18008123967
37893,247248.18008123967
26937,247248.18008123967
1672,247248.18008123967
18313,247248.18008123967
29058,247248.18008123967
8767,247248.18008123967
32244,247248.18008123967
2148,247248.18008123967
2888,247248.18008123967
35067,247248.18008123967
4977,247248.18008123967
19638,247248.18008123967
26561,247248.18008123967
20540,247248.18008123967
32261,247248.18008123967
34223,247248.18008123967
32672,247248.18008123967
33297,247248.18008123967
5662,247248.18008123967
4847,247248.18008123967
36866,247248.18008123967
10817,247248.18008123967
3825,247248.18008123967
5760,247248.18008123967
30373,247248.18008123967
5307,247248.18008123967
12591,247248.18008123967
35870,247248.18008123967
16279,247248.18008123967
37220,247248.18008123967
2979,247248.18008123967
7656,247248.18008123967
9901,247248.18008123967
24608,247248.18008123967
1942,247248.18008123967
29344,247248.18008123967
26395,247248.18008123967
28620,247248.18008123967
39003,247248.18008123967
7368,247248.18008123967
12729,247248.18008123967
33451,247248.18008123967
16652,247248.18008123967
12525,247248.18008123967
9134,247248.18008123967
4159,247248.18008123967
34312,247248.18008123967
21805,247248.18008123967
13378,247248.18008123967
22210,247248.18008123967
5875,247248.18008123967
13163,247248.18008123967
19674,247248.18008123967
11856,247248.18008123967
33249,247248.18008123967
18137,247248.18008123967
20218,247248.18008123967
31800,247248.18008123967
40353,247248.18008123967
15908,247248.18008123967
29841,247248.18008123967
26369,247248.18008123967
3791,247248.18008123967
13805,247248.18008123967
10852,247248.18008123967
13753,247248.18008123967
12896,247248.18008123967
29807,247248.18008123967
38522,247248.18008123967
3449,247248.18008123967
30574,247248.18008123967
18898,247248.18008123967
12111,247248.18008123967
7772,247248.18008123967
39613,247248.18008123967
34690,247248.18008123967
33248,247248.18008123967
16720,247248.18008123967
9734,247248.18008123967
27311,247248.18008123967
9712,247248.18008123967
29599,247248.18008123967
30115,247248.18008123967
25699,247248.18008123967
6779,247248.18008123967
26112,247248.18008123967
20376,247248.18008123967
21390,247248.18008123967
8934,247248.18008123967
13332,247248.18008123967
14124,247248.18008123967
5831,247248.18008123967
30322,247248.18008123967
30329,247248.18008123967
12542,247248.18008123967
39070,247248.18008123967
8223,247248.18008123967
8332,247248.18008123967
40577,247248.18008123967
21084,247248.18008123967
17047,247248.18008123967
7158,247248.18008123967
30472,247248.18008123967
19212,247248.18008123967
14789,247248.18008123967
558,247248.18008123967
38933,247248.18008123967
31307,247248.18008123967
19811,247248.18008123967
38848,247248.18008123967
18012,247248.18008123967
16296,247248.18008123967
9631,247248.18008123967
25464,247248.18008123967
513,247248.18008123967
